UID,Title_Director_Actors,Title,Series_or_Movie,Genres_all,Primary G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,Genre count,Country_Availability,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,Country count,Languages,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,Language count,Director,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,Director count,Actors,A2,A3,A4,Actor count,Biography,Crime,Action,Comedy,Documentary,Drama,Adventure,Animation,Horror,Mystery,Sci-Fi,Thriller,Family,Fantasy,Adult,Talk-Show,Romance,Music,Musical,Western,Sport,War,History,News,Germany,Singapore,Thailand,Lithuania,Argentina,France,Hong Kong,Australia,Poland,Slovakia,Israel,South Africa,Japan,Sweden,Canada,Greece,Italy,Belgium,Brazil,United States,Russia,United Kingdom,Portugal,South Korea,Hungary,Romania,Switzerland,India,Czech Republic,Mexico,Spain,Turkey,Iceland,Netherlands,Malaysia,Colombia,Runtime,Under 30 mins,30-60 mins,1-2 hours,Over 2 hours,View_Rating,IMDb_Score,Rotten_Tomatoes_Score,Metacritic_Score,Awards_Received,Awards_Nominated_For,Boxoffice,Release_Date,Netflix_Release_Date,Production
3635,"E.T. the Extra-Terrestrial_Steven Spielberg_Dee Wallace, Henry Thomas, Robert MacNaughton, Peter Coyote",E.T. the Extra-Terrestrial,Movie,"Family,Sci-Fi",Family,Sci-Fi,,,,,,,,,,,2,Poland,Greece,Czech Republic,Belgium,Portugal,South Africa,Slovakia,Netherlands,Switzerland,Turkey,Mexico,Hungary,Argentina,Sweden,Japan,France,Iceland,Lithuania,India,Colombia,Romania,,,,,,,,,,,,,,,,21,English,,,,,,,,,,,,,,1,Steven Spielberg,,,,,,,,,,,,,1,Dee Wallace,Henry Thomas,Robert MacNaughton,Peter Coyote,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,3,0,0,1,0,PG,7.8,98,91,51,36,435110554,11-Jun-82,15/4/2015,Universal Pictures
3640,"Eagle Eye_D.J. Caruso_Rosario Dawson, Shia LaBeouf, Michael Chiklis, Michelle Monaghan",Eagle Eye,Movie,"Action,Mystery,Thriller",Action,Mystery,Thriller,,,,,,,,,,3,Hong Kong,Switzerland,Thailand,Hungary,Czech Republic,Netherlands,Germany,Lithuania,Australia,Poland,Singapore,India,Greece,Malaysia,Slovakia,Romania,,,,,,,,,,,,,,,,,,,,,16,English,,,,,,,,,,,,,,1,D.J. Caruso,,,,,,,,,,,,,1,Rosario Dawson,Shia LaBeouf,Michael Chiklis,Michelle Monaghan,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,3,0,0,1,0,PG-13,6.6,26,43,3,8,101440743,26-Sep-08,14/4/2015,Kurtzman/Orci
3641,"Early Man_Nick Park_Timothy Spall, Tom Hiddleston, Maisie Williams, Eddie Redmayne",Early Man,Movie,"Animation,Adventure,Comedy,Family,Fantasy,Sport",Animation,Adventure,Comedy,Family,Fantasy,Sport,,,,,,,6,Romania,Belgium,United Kingdom,Mexico,Canada,Netherlands,Australia,Argentina,Colombia,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,10,English,,,,,,,,,,,,,,1,Nick Park,,,,,,,,,,,,,1,Timothy Spall,Tom Hiddleston,Maisie Williams,Eddie Redmayne,4,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,PG,6.1,80,68,1,10,8267544,16-Feb-18,27/12/2018,"StudioCanal, Aardman Animations"
3645,"Earth: One Amazing Day_Richard Dale, Peter Webber, Lixin Fan_Robert Redford, Jackie Chan",Earth: One Amazing Day,Movie,"Documentary,Family",Documentary,Family,,,,,,,,,,,2,Japan,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,Chinese,,,,,,,,,,,,,2,Richard Dale,Peter Webber,Lixin Fan,,,,,,,,,,,3,Robert Redford,Jackie Chan,,,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,G,7.8,100,,3,5,81345,6-Oct-17,1/1/2019,Earth Film Productions
3650,"Easy A_Will Gluck_Emma Stone, Dan Byrd, Penn Badgley, Amanda Bynes",Easy A,Movie,"Comedy,Drama,Romance",Comedy,Drama,Romance,,,,,,,,,,3,Canada,Singapore,Hong Kong,Germany,South Korea,Switzerland,Slovakia,Hungary,Poland,Lithuania,Czech Republic,Romania,France,United Kingdom,Russia,Thailand,Australia,Portugal,Japan,Belgium,South Africa,Turkey,Greece,Spain,Iceland,Malaysia,Italy,Israel,Netherlands,,,,,,,,29,English,,,,,,,,,,,,,,1,Will Gluck,,,,,,,,,,,,,1,Emma Stone,Dan Byrd,Penn Badgley,Amanda Bynes,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,3,0,0,1,0,PG-13,7,85,72,9,21,58401464,17-Sep-10,14/4/2015,Olive Bridge Entertainment
3652,"Easy Rider_Dennis Hopper_Phil Spector, Antonio Mendoza, Peter Fonda, Dennis Hopper",Easy Rider,Movie,"Adventure,Drama",Adventure,Drama,,,,,,,,,,,2,Japan,Switzerland,Belgium,Canada,Italy,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,English,Spanish,Greek, Ancient (to 1453),,,,,,,,,,,4,Dennis Hopper,,,,,,,,,,,,,1,Phil Spector,Antonio Mendoza,Peter Fonda,Dennis Hopper,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7.3,83,85,8,14,123276,26-Jun-69,6/1/2016,Columbia Pictures Corporation
3655,"Eat Pray Love_Ryan Murphy_Billy Crudup, I. Gusti Ayu Puspawati, Hadi Subiyanto, Julia Roberts",Eat Pray Love,Movie,"Biography,Drama,Romance",Biography,Drama,Romance,,,,,,,,,,3,Canada,Portugal,South Korea,Belgium,United Kingdom,Japan,Lithuania,Romania,India,Hungary,South Africa,Russia,Switzerland,France,Iceland,Hong Kong,Thailand,Czech Republic,Netherlands,Spain,Germany,Israel,Australia,Poland,Singapore,Greece,Malaysia,Slovakia,Sweden,Turkey,United States,,,,,,31,English,Italian,Portuguese,,,,,,,,,,,,3,Ryan Murphy,,,,,,,,,,,,,1,Billy Crudup,I. Gusti Ayu Puspawati,Hadi Subiyanto,Julia Roberts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,4,0,0,0,1,PG-13,5.8,36,50,2,2,80574010,13-Aug-10,14/4/2015,Plan B Films
3659,"Echo in the Canyon_Andrew Slater_Lou Adler, The Beach Boys, Beck, Fiona Apple",Echo in the Canyon,Movie,"Documentary,Music",Documentary,Music,,,,,,,,,,,2,United States,Canada,Greece,Hong Kong,Thailand,Singapore,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,English,,,,,,,,,,,,,,1,Andrew Slater,,,,,,,,,,,,,1,Lou Adler,The Beach Boys,Beck,Fiona Apple,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,PG-13,6.9,90,69,2,3,3355324,7-Jun-19,24/10/2019,
3661,"Eclipse_Jeremy Podeswa_Von Flores, Pascale Montpetit, John Gilbert, Manuel Aranguiz",Eclipse,Movie,"Drama,Romance",Drama,Romance,,,,,,,,,,,2,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,Jeremy Podeswa,,,,,,,,,,,,,1,Von Flores,Pascale Montpetit,John Gilbert,Manuel Aranguiz,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,,6.1,,,1,2,86438,13-Oct-95,29/12/2020,
3664,"Eddie the Eagle_Dexter Fletcher_Keith Allen, Jo Hartley, Dickon Tolson, Tom Costello",Eddie the Eagle,Movie,"Biography,Comedy,Drama,Family,History,Sport",Biography,Comedy,Drama,Family,History,Sport,,,,,,,6,Switzerland,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,German,Norwegian,,,,,,,,,,,,3,Dexter Fletcher,,,,,,,,,,,,,1,Keith Allen,Jo Hartley,Dickon Tolson,Tom Costello,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,PG-13,7.4,82,54,2,8,15789389,26-Feb-16,2/11/2016,"Matthew Vaughn, Saville Productions, Studio Babelsberg"
3677,"Edge of Seventeen_David Moreton_Stephanie McVay, Andersen Gabrych, Chris Stafford, Tina Holmes",Edge of Seventeen,Movie,"Comedy,Drama,Romance",Comedy,Drama,Romance,,,,,,,,,,3,United States,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,,,,,,,,,,,,,,1,David Moreton,,,,,,,,,,,,,1,Stephanie McVay,Andersen Gabrych,Chris Stafford,Tina Holmes,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Not Rated,6.8,78,,5,2,871759,20-Apr-00,14/4/2015,"Blue Streak Films, Luna Pictures"
3678,"Edge of Tomorrow_Doug Liman_Emily Blunt, Brendan Gleeson, Bill Paxton, Tom Cruise",Edge of Tomorrow,Movie,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,,,,,,,,,,3,Belgium,France,Hungary,Romania,Japan,Portugal,Switzerland,Russia,Brazil,Czech Republic,Spain,Israel,Italy,Poland,Argentina,Slovakia,Sweden,Turkey,India,Mexico,Colombia,South Korea,Australia,,,,,,,,,,,,,,23,English,,,,,,,,,,,,,,1,Doug Liman,,,,,,,,,,,,,1,Emily Blunt,Brendan Gleeson,Bill Paxton,Tom Cruise,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,1,0,PG-13,7.9,91,71,11,38,100206256,6-Jun-14,20/4/2015,3 Arts Entertainment
3698,"Eight Crazy Nights_Seth Kearsley_Adam Sandler, Austin Stout, Kevin Nealon, Jackie Sandler",Eight Crazy Nights,Movie,"Animation,Comedy,Musical",Animation,Comedy,Musical,,,,,,,,,,3,Japan,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,,,,,,,,,,,,,,1,Seth Kearsley,,,,,,,,,,,,,1,Adam Sandler,Austin Stout,Kevin Nealon,Jackie Sandler,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,PG-13,5.4,12,23,1,5,23586598,27-Nov-02,1/1/2016,Happy Madison Productions
3699,"Eighth Grade_Bo Burnham_Josh Hamilton, Elsie Fisher, Jake Ryan, Emily Robinson",Eighth Grade,Movie,"Comedy,Drama",Comedy,Drama,,,,,,,,,,,2,South Africa,Spain,Sweden,Belgium,Romania,Israel,Germany,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,English,,,,,,,,,,,,,,1,Bo Burnham,,,,,,,,,,,,,1,Josh Hamilton,Elsie Fisher,Jake Ryan,Emily Robinson,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,R,7.4,99,89,61,89,13539709,3-Aug-18,1/3/2019,A24
3726,"El Nino_Daniel Monzón_Luis Tosar, Eduard Fernández, Sergi López, Jesús Castro",El Nino,Movie,"Action,Adventure,Crime,Drama,Thriller",Action,Adventure,Crime,Drama,Thriller,,,,,,,,5,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Spanish,Arabic,English,,,,,,,,,,,,3,Daniel Monzón,,,,,,,,,,,,,1,Luis Tosar,Eduard Fernández,Sergi López,Jesús Castro,4,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,Not Rated,6.4,,,13,42,1237,17-Apr-15,6/6/2015,
3747,"El ángel_Luis Ortega_Lorenzo Ferro, Malena Villa, Cecilia Roth, Luis Gnecco",El ángel,Movie,"Biography,Crime,Drama",Biography,Crime,Drama,,,,,,,,,,3,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Spanish,,,,,,,,,,,,,,1,Luis Ortega,,,,,,,,,,,,,1,Lorenzo Ferro,Malena Villa,Cecilia Roth,Luis Gnecco,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,Not Rated,7,,61,20,32,109608,9-Nov-18,20/2/2019,
3751,"Election 2_Johnnie To_Louis Koo, Simon Yam, Ka Tung Lam, Nick Cheung",Election 2,Movie,"Crime,Drama,Thriller",Crime,Drama,Thriller,,,,,,,,,,3,Hong Kong,Japan,South Korea,Thailand,Australia,India,Malaysia,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mandarin,Cantonese,,,,,,,,,,,,,2,Johnnie To,,,,,,,,,,,,,1,Louis Koo,Simon Yam,Ka Tung Lam,Nick Cheung,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,Unrated,7.4,96,83,1,14,55758,27-Apr-06,1/8/2018,
3757,"Elena_Petra Costa_Li An, Petra Costa, Elena Andrade",Elena,Movie,"Documentary,Biography,Drama,Family",Documentary,Biography,Drama,Family,,,,,,,,,4,France,Switzerland,Spain,United Kingdom,Argentina,Canada,Australia,Mexico,United States,Brazil,Italy,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,12,Portuguese,English,,,,,,,,,,,,,2,Petra Costa,,,,,,,,,,,,,1,Li An,Petra Costa,Elena Andrade,,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3,0,0,1,0,,7.6,81,81,11,9,25788,1-Sep-12,1/9/2019,
3762,"Elf_Jon Favreau_Will Ferrell, James Caan, Bob Newhart, Edward Asner",Elf,Movie,"Adventure,Comedy,Family,Fantasy,Romance",Adventure,Comedy,Family,Fantasy,Romance,,,,,,,,5,Hungary,Romania,Portugal,Japan,Czech Republic,Spain,Poland,Slovakia,Sweden,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,10,English,,,,,,,,,,,,,,1,Jon Favreau,,,,,,,,,,,,,1,Will Ferrell,James Caan,Bob Newhart,Edward Asner,4,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,PG,7,84,64,2,7,176630408,7-Nov-03,14/4/2015,"Guy Walks into a Bar Productions, Gold/Miller Productions, Shawn Danielle Production Services, Mosaic Media Group"
3765,"Elite Squad: The Enemy Within_José Padilha_Irandhir Santos, Wagner Moura, André Ramiro, Milhem Cortaz",Elite Squad: The Enemy Within,Movie,"Action,Crime,Drama,Thriller",Action,Crime,Drama,Thriller,,,,,,,,,4,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Portuguese,,,,,,,,,,,,,,1,José Padilha,,,,,,,,,,,,,1,Irandhir Santos,Wagner Moura,André Ramiro,Milhem Cortaz,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,Not Rated,8,93,71,45,19,100119,8-Oct-10,14/4/2015,Globo Filmes
3768,"Elizabeth: The Golden Age_Shekhar Kapur_Laurence Fox, Cate Blanchett, Aimee King, Jordi Mollà",Elizabeth: The Golden Age,Movie,"Biography,Drama,History,War",Biography,Drama,History,War,,,,,,,,,4,United Kingdom,Hungary,Switzerland,Japan,Mexico,South Korea,Hong Kong,Thailand,India,Portugal,Belgium,Russia,Canada,Brazil,Czech Republic,Netherlands,Spain,Israel,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Turkey,Colombia,Romania,,,,,,,,29,English,Spanish,Swedish,,,,,,,,,,,,3,Shekhar Kapur,,,,,,,,,,,,,1,Laurence Fox,Cate Blanchett,Aimee King,Jordi Mollà,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,0,0,1,0,PG-13,6.8,35,45,7,33,16383509,12-Oct-07,1/6/2016,"Studio Canal, Working Title Films"
3769,"Elizabethtown_Cameron Crowe_Alec Baldwin, Orlando Bloom, Susan Sarandon, Kirsten Dunst",Elizabethtown,Movie,"Comedy,Drama,Romance",Comedy,Drama,Romance,,,,,,,,,,3,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,Cameron Crowe,,,,,,,,,,,,,1,Alec Baldwin,Orlando Bloom,Susan Sarandon,Kirsten Dunst,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,PG-13,6.4,28,45,2,4,26850426,14-Oct-05,14/4/2015,"CW Productions, Vinyl Films"
3771,"Elle_Paul Verhoeven_Laurent Lafitte, Charles Berling, Isabelle Huppert, Anne Consigny",Elle,Movie,"Crime,Drama,Thriller",Crime,Drama,Thriller,,,,,,,,,,3,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,French,,,,,,,,,,,,,,1,Paul Verhoeven,,,,,,,,,,,,,1,Laurent Lafitte,Charles Berling,Isabelle Huppert,Anne Consigny,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,R,7.1,91,89,68,91,2341534,11-Nov-16,29/6/2017,"Proximus, SBS Productions, Entre Chien et Loup, France 2 Cinéma"
3781,"Elser - Er hätte die Welt verändert_Oliver Hirschbiegel_Johann von Bülow, Christian Friedel, Burghart Klaußner, Katharina Schüttler",Elser - Er hätte die Welt verändert,Movie,"Biography,Drama,War",Biography,Drama,War,,,,,,,,,,3,Switzerland,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,German,,,,,,,,,,,,,,1,Oliver Hirschbiegel,,,,,,,,,,,,,1,Johann von Bülow,Christian Friedel,Burghart Klaußner,Katharina Schüttler,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7,76,58,4,16,161531,30-Jun-17,1/3/2016,"Philipp Filmproduction, Lucky Bird Pictures, Delphi Medien, Arte"
3784,"Elvis and Nixon_Liza Johnson_Kevin Spacey, Michael Shannon, Alex Pettyfer, Johnny Knoxville",Elvis and Nixon,Movie,"Comedy,History",Comedy,History,,,,,,,,,,,2,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,Liza Johnson,,,,,,,,,,,,,1,Kevin Spacey,Michael Shannon,Alex Pettyfer,Johnny Knoxville,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,6.4,77,59,2,2,1055287,21-Apr-16,2/12/2018,"Elevated, Benaroya Pictures"
3786,"Elysium_Neill Blomkamp_Matt Damon, Sharlto Copley, Alice Braga, Jodie Foster",Elysium,Movie,"Action,Drama,Sci-Fi",Action,Drama,Sci-Fi,,,,,,,,,,3,Romania,Hungary,Lithuania,Belgium,Canada,Russia,Czech Republic,Australia,Poland,Slovakia,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,11,English,Spanish,French,Afrikaans,Ukrainian,,,,,,,,,,5,Neill Blomkamp,,,,,,,,,,,,,1,Matt Damon,Sharlto Copley,Alice Braga,Jodie Foster,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,R,6.6,65,61,1,10,93050117,9-Aug-13,13/5/2015,"QED International, Kinberg Genre, Alphacore"
3797,"Emma_Douglas McGrath_Greta Scacchi, Gwyneth Paltrow, Alan Cumming, James Cosmo",Emma,Movie,"Comedy,Drama,Romance",Comedy,Drama,Romance,,,,,,,,,,3,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,Douglas McGrath,,,,,,,,,,,,,1,Greta Scacchi,Gwyneth Paltrow,Alan Cumming,James Cosmo,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,PG,6.6,89,66,3,7,22231658,30-Aug-96,6/12/2020,"A&amp;E Television Networks, Meridian Broadcasting, Chestermead"
3812,"End of Watch_David Ayer_Michael Peña, Anna Kendrick, Jake Gyllenhaal, Natalie Martinez",End of Watch,Movie,"Action,Crime,Drama,Thriller",Action,Crime,Drama,Thriller,,,,,,,,,4,Germany,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,Spanish,,,,,,,,,,,,,2,David Ayer,,,,,,,,,,,,,1,Michael Peña,Anna Kendrick,Jake Gyllenhaal,Natalie Martinez,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7.6,85,68,3,10,41003371,21-Sep-12,14/4/2015,Le Grisbi
3814,"Enders Game_Gavin Hood_Abigail Breslin, Asa Butterfield, Hailee Steinfeld, Harrison Ford",Enders Game,Movie,"Action,Adventure,Fantasy,Sci-Fi",Action,Adventure,Fantasy,Sci-Fi,,,,,,,,,4,Romania,Hong Kong,Switzerland,Hungary,Czech Republic,Spain,Germany,Italy,Singapore,India,Malaysia,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,12,English,,,,,,,,,,,,,,1,Gavin Hood,,,,,,,,,,,,,1,Abigail Breslin,Asa Butterfield,Hailee Steinfeld,Harrison Ford,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,3,0,0,1,0,PG-13,6.6,62,51,1,6,61737191,1-Nov-13,14/4/2015,"Chartoff Productions, Digital Domain, K/O Paper Products, Odd Lot Entertainment, Taleswapper"
3815,"Endless Love_Franco Zeffirelli_Brooke Shields, Don Murray, Shirley Knight, Martin Hewitt",Endless Love,Movie,"Drama,Romance",Drama,Romance,,,,,,,,,,,2,Portugal,France,Italy,Greece,Turkey,Poland,Czech Republic,Hungary,Slovakia,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,10,English,,,,,,,,,,,,,,1,Franco Zeffirelli,,,,,,,,,,,,,1,Brooke Shields,Don Murray,Shirley Knight,Martin Hewitt,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,R,4.9,28,30,3,16,31184024,17-Jul-81,1/4/2020,PolyGram Filmed Entertainment
