UID,Title_Director_Actors,Title,Series_or_Movie,Genres_all,Primary G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,Genre count,Country_Availability,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,Country count,Languages,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,Language count,Director,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,Director count,Actors,A2,A3,A4,Actor count,Biography,Crime,Action,Comedy,Documentary,Drama,Adventure,Animation,Horror,Mystery,Sci-Fi,Thriller,Family,Fantasy,Adult,Talk-Show,Romance,Music,Musical,Western,Sport,War,History,News,Germany,Singapore,Thailand,Lithuania,Argentina,France,Hong Kong,Australia,Poland,Slovakia,Israel,South Africa,Japan,Sweden,Canada,Greece,Italy,Belgium,Brazil,United States,Russia,United Kingdom,Portugal,South Korea,Hungary,Romania,Switzerland,India,Czech Republic,Mexico,Spain,Turkey,Iceland,Netherlands,Malaysia,Colombia,Runtime,Under 30 mins,30-60 mins,1-2 hours,Over 2 hours,View_Rating,IMDb_Score,Rotten_Tomatoes_Score,Metacritic_Score,Awards_Received,Awards_Nominated_For,Boxoffice,Release_Date,Netflix_Release_Date,Production
45,"12 Monkeys_Terry Gilliam_Bruce Willis, Jon Seda, Michael Chance, Joseph Melito",12 Monkeys,Movie,"Mystery,Sci-Fi,Thriller",Mystery,Sci-Fi,Thriller,,,,,,,,,,3,Japan,Canada,Italy,Spain,Belgium,Portugal,Netherlands,Australia,Mexico,Argentina,Brazil,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,12,English,French,,,,,,,,,,,,,2,Terry Gilliam,,,,,,,,,,,,,1,Bruce Willis,Jon Seda,Michael Chance,Joseph Melito,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,4,0,0,0,1,R,8,89,74,10,25,57141459,5-Jan-96,14/4/2015,Universal Pictures
50,"12 Years a Slave_Steve McQueen_Dickie Gravois, Bryan Batt, Dwight Henry, Chiwetel Ejiofor",12 Years a Slave,Movie,"Biography,Drama,History",Biography,Drama,History,,,,,,,,,,3,Romania,Hong Kong,United Kingdom,Japan,Hungary,Czech Republic,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,English,,,,,,,,,,,,,,1,Steve McQueen,,,,,,,,,,,,,1,Dickie Gravois,Bryan Batt,Dwight Henry,Chiwetel Ejiofor,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,R,8.1,95,96,242,335,56671993,8-Nov-13,14/4/2015,"River Road, New Regency Pictures, Plan B Entertainment"
52,"127 Hours_Danny Boyle_Sean Bott, Kate Mara, Amber Tamblyn, James Franco",127 Hours,Movie,"Adventure,Biography,Drama,Thriller",Adventure,Biography,Drama,Thriller,,,,,,,,,4,South Korea,Switzerland,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,English,Italian,,,,,,,,,,,,,2,Danny Boyle,,,,,,,,,,,,,1,Sean Bott,Kate Mara,Amber Tamblyn,James Franco,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7.5,93,82,23,150,18335230,28-Jan-11,15/2/2017,"Darlow Smithson Productions, Cloud Eight"
53,"12:08 East of Bucharest_Corneliu Porumboiu_Teodor Corban, Mircea Andreescu, Mirela Cioaba, Ion Sapdaru",12:08 East of Bucharest,Movie,"Comedy,Drama",Comedy,Drama,,,,,,,,,,,2,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Romanian,,,,,,,,,,,,,,1,Corneliu Porumboiu,,,,,,,,,,,,,1,Teodor Corban,Mircea Andreescu,Mirela Cioaba,Ion Sapdaru,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Unrated,7.4,96,77,12,13,91881,29-Sep-06,10/12/2019,
71,"17 Again_Burr Steers_Thomas Lennon, Zac Efron, Leslie Mann, Matthew Perry",17 Again,Movie,"Comedy,Drama,Fantasy,Romance,Sport",Comedy,Drama,Fantasy,Romance,Sport,,,,,,,,5,Russia,Japan,Canada,Israel,Australia,United States,Germany,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,English,,,,,,,,,,,,,,1,Burr Steers,,,,,,,,,,,,,1,Thomas Lennon,Zac Efron,Leslie Mann,Matthew Perry,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,PG-13,6.4,56,48,3,5,64167069,17-Apr-09,14/4/2015,Offspring Entertainment
77,"1917_Sam Mendes_George MacKay, Dean-Charles Chapman, Daniel Mays, Colin Firth",1917,Movie,"Drama,Thriller,War",Drama,Thriller,War,,,,,,,,,,3,Czech Republic,Slovakia,Hungary,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,English,French,German,,,,,,,,,,,,3,Sam Mendes,,,,,,,,,,,,,1,George MacKay,Dean-Charles Chapman,Daniel Mays,Colin Firth,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,R,8.3,89,78,123,180,159227644,10-Jan-20,1/11/2020,"Amblin Entertainment, Neal Street Productions"
81,"1945_Ferenc Török_Péter Rudolf, Tamás Szabó Kimmel, Dóra Sztarenki, Bence Tasnádi",1945,Movie,Drama,Drama,,,,,,,,,,,,1,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hungarian,Russian,,,,,,,,,,,,,2,Ferenc Török,,,,,,,,,,,,,1,Péter Rudolf,Tamás Szabó Kimmel,Dóra Sztarenki,Bence Tasnádi,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,,7.1,97,73,7,5,1006193,1-Nov-17,15/1/2020,"Katapult Film, Kataskop Film"
84,"1991_Ricardo Trogi_Claudio Colangelo, Jean-Carl Boucher, Sandrine Bisson, Juliette Gosselin",1991,Movie,Comedy,Comedy,,,,,,,,,,,,1,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,French,Italian,English,German,Greek,Spanish,,,,,,,,,6,Ricardo Trogi,,,,,,,,,,,,,1,Claudio Colangelo,Jean-Carl Boucher,Sandrine Bisson,Juliette Gosselin,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,,7.1,,,7,15,2342264,27-Jul-18,28/11/2020,
88,"2 Fast 2 Furious_John Singleton_Eva Mendes, Cole Hauser, Tyrese Gibson, Paul Walker",2 Fast 2 Furious,Movie,"Action,Crime,Thriller",Action,Crime,Thriller,,,,,,,,,,3,Japan,South Korea,Romania,Russia,Hungary,Lithuania,Portugal,Belgium,France,Iceland,South Africa,Switzerland,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,India,Argentina,Greece,Slovakia,Sweden,Turkey,Mexico,Colombia,,,,,,,,29,English,Spanish,,,,,,,,,,,,,2,John Singleton,,,,,,,,,,,,,1,Eva Mendes,Cole Hauser,Tyrese Gibson,Paul Walker,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,0,0,1,0,PG-13,5.9,36,38,4,13,127154901,6-Jun-03,14/4/2015,Universal/Universal Int
93,"2 дня_James Cameron_Arnold Schwarzenegger, Robert Patrick, Linda Hamilton, Edward Furlong",2 дня,Movie,"Action,Sci-Fi",Action,Sci-Fi,,,,,,,,,,,2,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,Spanish,,,,,,,,,,,,,2,James Cameron,,,,,,,,,,,,,1,Arnold Schwarzenegger,Robert Patrick,Linda Hamilton,Edward Furlong,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,8.5,93,75,36,33,205881154,3-Jul-91,4/11/2020,"Lightstorm Entertainment, Carolco Pictures Inc., Pacific Western"
96,"20 Feet from Stardom_Morgan Neville_Lou Adler, Chris Botti, Stephanie 'Stevvi' Alexander, Patti Austin",20 Feet from Stardom,Movie,"Documentary,Biography,History,Music",Documentary,Biography,History,Music,,,,,,,,,4,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,Spanish,,,,,,,,,,,,,2,Morgan Neville,,,,,,,,,,,,,1,Lou Adler,Chris Botti,Stephanie 'Stevvi' Alexander,Patti Austin,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,PG-13,7.4,99,83,21,27,4946445,26-Jul-13,14/4/2015,Tremolo Productions
100,"2001: A Space Odyssey_Stanley Kubrick_William Sylvester, Daniel Richter, Gary Lockwood, Keir Dullea",2001: A Space Odyssey,Movie,"Adventure,Sci-Fi",Adventure,Sci-Fi,,,,,,,,,,,2,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,Russian,,,,,,,,,,,,,2,Stanley Kubrick,,,,,,,,,,,,,1,William Sylvester,Daniel Richter,Gary Lockwood,Keir Dullea,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,G,8.3,92,84,16,11,60405931,12-May-68,1/9/2015,Metro Goldwyn Mayer
101,"2012_Roland Emmerich_Thandie Newton, Chiwetel Ejiofor, John Cusack, Amanda Peet",2012,Movie,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,,,,,,,,,,3,South Korea,Canada,Netherlands,Israel,Australia,India,Sweden,Turkey,Mexico,Argentina,Brazil,Colombia,France,Spain,Switzerland,Japan,Germany,United Kingdom,,,,,,,,,,,,,,,,,,,18,English,French,Tibetan,Mandarin,Russian,Hindi,Portuguese,Latin,Italian,Spanish,,,,,10,Roland Emmerich,,,,,,,,,,,,,1,Thandie Newton,Chiwetel Ejiofor,John Cusack,Amanda Peet,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,4,0,0,0,1,PG-13,5.8,39,49,5,21,166112167,13-Nov-09,14/4/2015,Centropolis Entertainment
106,"20th Century Women_Mike Mills_Billy Crudup, Annette Bening, Elle Fanning, Greta Gerwig",20th Century Women,Movie,"Comedy,Drama",Comedy,Drama,,,,,,,,,,,2,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,Mike Mills,,,,,,,,,,,,,1,Billy Crudup,Annette Bening,Elle Fanning,Greta Gerwig,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7.3,88,83,12,71,5664764,20-Jan-17,22/6/2017,"Annapurna Pictures, Modern People, Archer Gray"
109,"21 Jump Street_Christopher Miller, Phil Lord_Brie Larson, Dave Franco, Channing Tatum, Jonah Hill",21 Jump Street,Movie,"Action,Comedy,Crime",Action,Comedy,Crime,,,,,,,,,,3,Canada,France,Switzerland,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,English,,,,,,,,,,,,,,1,Christopher Miller,Phil Lord,,,,,,,,,,,,2,Brie Larson,Dave Franco,Channing Tatum,Jonah Hill,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7.2,84,69,11,21,138447667,16-Mar-12,14/4/2015,"Original Film, SJC Studios"
111,"21 and Over_Scott Moore, Jon Lucas_Justin Chon, Skylar Astin, Sarah Wright, Miles Teller",21 and Over,Movie,Comedy,Comedy,,,,,,,,,,,,1,Japan,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,Spanish,,,,,,,,,,,,,2,Scott Moore,Jon Lucas,,,,,,,,,,,,2,Justin Chon,Skylar Astin,Sarah Wright,Miles Teller,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,R,5.8,27,34,1,1,25682380,1-Mar-13,14/4/2015,"Relativity, Mandeville Films"
113,"21_Robert Luketic_Kevin Spacey, Aaron Yoo, Kate Bosworth, Jim Sturgess",21,Movie,"Crime,Drama,History,Thriller",Crime,Drama,History,Thriller,,,,,,,,,4,South Korea,Russia,Hong Kong,Portugal,Belgium,Canada,Switzerland,Thailand,Netherlands,Spain,Germany,Israel,Italy,Singapore,India,Greece,Malaysia,Turkey,,,,,,,,,,,,,,,,,,,18,English,,,,,,,,,,,,,,1,Robert Luketic,,,,,,,,,,,,,1,Kevin Spacey,Aaron Yoo,Kate Bosworth,Jim Sturgess,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,4,0,0,0,1,PG-13,6.8,36,48,1,5,81159365,28-Mar-08,14/4/2015,"Trigger Street Productions, Michael De Luca"
117,"22 Jump Street_Christopher Miller, Phil Lord_Wyatt Russell, Channing Tatum, Peter Stormare, Jonah Hill",22 Jump Street,Movie,"Action,Comedy,Crime",Action,Comedy,Crime,,,,,,,,,,3,Belgium,France,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,English,,,,,,,,,,,,,,1,Christopher Miller,Phil Lord,,,,,,,,,,,,2,Wyatt Russell,Channing Tatum,Peter Stormare,Jonah Hill,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7,84,71,7,24,191719337,13-Jun-14,14/4/2015,"Original Film, Cannell Studios"
118,"22 минуты_Christopher Miller, Phil Lord_Wyatt Russell, Channing Tatum, Peter Stormare, Jonah Hill",22 минуты,Movie,"Action,Comedy,Crime",Action,Comedy,Crime,,,,,,,,,,3,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,Christopher Miller,Phil Lord,,,,,,,,,,,,2,Wyatt Russell,Channing Tatum,Peter Stormare,Jonah Hill,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7,84,71,7,24,191719337,13-Jun-14,16/12/2020,"Original Film, Cannell Studios"
126,"27 Dresses_Anne Fletcher_Brian Kerwin, Charli Barcena, Jane Pfitsch, Peyton List",27 Dresses,Movie,"Comedy,Romance",Comedy,Romance,,,,,,,,,,,2,South Korea,Hong Kong,Thailand,Singapore,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,English,,,,,,,,,,,,,,1,Anne Fletcher,,,,,,,,,,,,,1,Brian Kerwin,Charli Barcena,Jane Pfitsch,Peyton List,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,PG-13,6.1,41,47,5,3,76808654,18-Jan-08,12/8/2015,"Birnbaum/Barber, Spyglass Entertainment"
127,"28 Days Later_Danny Boyle_David Schneider, Jukka Hiltunen, Alex Palmer, Bindu De Stoppani",28 Days Later,Movie,"Drama,Horror,Sci-Fi,Thriller",Drama,Horror,Sci-Fi,Thriller,,,,,,,,,4,Switzerland,Hong Kong,Thailand,Germany,Singapore,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,English,Spanish,,,,,,,,,,,,,2,Danny Boyle,,,,,,,,,,,,,1,David Schneider,Jukka Hiltunen,Alex Palmer,Bindu De Stoppani,4,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0,R,7.6,87,73,10,32,45064915,27-Jun-03,14/4/2015,"Fox Searchlight, Film Council, DNA Pictures International"
130,"28 Weeks Later_Juan Carlos Fresnadillo_Jeremy Renner, Harold Perrineau, Rose Byrne, Robert Carlyle",28 Weeks Later,Movie,"Action,Horror,Sci-Fi",Action,Horror,Sci-Fi,,,,,,,,,,3,Hong Kong,Switzerland,Thailand,Germany,Singapore,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,English,,,,,,,,,,,,,,1,Juan Carlos Fresnadillo,,,,,,,,,,,,,1,Jeremy Renner,Harold Perrineau,Rose Byrne,Robert Carlyle,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0,R,7,71,78,3,16,28638916,11-May-07,14/4/2015,"Sogecine, DNA Films, Fox Atomic, Figment Films, Koan Films"
133,"2:22_Paul Currie_Teresa Palmer, Sam Reid, John Waters, Michiel Huisman",2:22,Movie,"Drama,Mystery,Sci-Fi,Thriller",Drama,Mystery,Sci-Fi,Thriller,,,,,,,,,4,Belgium,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,,,,,,,,,,,,,,1,Paul Currie,,,,,,,,,,,,,1,Teresa Palmer,Sam Reid,John Waters,Michiel Huisman,4,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,PG-13,5.8,22,,1,2,422,30-Jun-17,4/10/2018,"Lightstream Entertainment, Screen Australia, Pandemonium"
153,"300: Rise of an Empire_Noam Murro_Hans Matheson, Sullivan Stapleton, Eva Green, Lena Headey",300: Rise of an Empire,Movie,"Action,Drama",Action,Drama,,,,,,,,,,,2,France,Belgium,Hungary,Romania,Japan,Switzerland,South Korea,Russia,Brazil,Czech Republic,Netherlands,Spain,Germany,Italy,Poland,India,Argentina,Slovakia,Turkey,Mexico,Lithuania,Colombia,South Africa,,,,,,,,,,,,,,23,English,,,,,,,,,,,,,,1,Noam Murro,,,,,,,,,,,,,1,Hans Matheson,Sullivan Stapleton,Eva Green,Lena Headey,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,0,1,0,R,6.2,45,48,2,7,106580051,7-Mar-14,14/4/2015,"Cruel and Unusual Films, Mark Canton/Gianna Nunnari"
161,"3:10 to Yuma_James Mangold_Dallas Roberts, Logan Lerman, Russell Crowe, Christian Bale",3:10 to Yuma,Movie,"Action,Crime,Drama,Western",Action,Crime,Drama,Western,,,,,,,,,4,Canada,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,Chinese,,,,,,,,,,,,,2,James Mangold,,,,,,,,,,,,,1,Dallas Roberts,Logan Lerman,Russell Crowe,Christian Bale,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,R,7.7,89,76,3,32,53606916,7-Sep-07,14/4/2015,Lionsgate Films
166,"4 Months, 3 Weeks and 2 Days_Cristian Mungiu_Vlad Ivanov, Anamaria Marinca, Alexandru Potocean, Laura Vasiliu","4 Months, 3 Weeks and 2 Days",Movie,Drama,Drama,,,,,,,,,,,,1,Romania,Hungary,France,Czech Republic,Poland,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Romanian,,,,,,,,,,,,,,1,Cristian Mungiu,,,,,,,,,,,,,1,Vlad Ivanov,Anamaria Marinca,Alexandru Potocean,Laura Vasiliu,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,Not Rated,7.9,96,97,42,60,1198208,14-Sep-07,22/10/2015,
168,"40 Days and 40 Nights_Michael Lehmann_Adam Trese, Josh Hartnett, Paulo Costanzo, Shannyn Sossamon",40 Days and 40 Nights,Movie,"Comedy,Romance",Comedy,Romance,,,,,,,,,,,2,Canada,Hungary,South Korea,Mexico,Argentina,Israel,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,English,,,,,,,,,,,,,,1,Michael Lehmann,,,,,,,,,,,,,1,Adam Trese,Josh Hartnett,Paulo Costanzo,Shannyn Sossamon,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,R,5.6,39,53,1,2,37950822,1-Mar-02,14/4/2015,"Working Title Films, StudioCanal, Universal Pictures, Miramax Films"
171,"42_Brian Helgeland_Christopher Meloni, Nicole Beharie, Chadwick Boseman, Harrison Ford",42,Movie,"Biography,Drama,Sport",Biography,Drama,Sport,,,,,,,,,,3,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,Brian Helgeland,,,,,,,,,,,,,1,Christopher Meloni,Nicole Beharie,Chadwick Boseman,Harrison Ford,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,PG-13,7.5,81,62,3,20,95020213,12-Apr-13,2/5/2015,Legendary Pictures
189,"50 First Dates_Peter Segal_Sean Astin, Adam Sandler, Rob Schneider, Drew Barrymore",50 First Dates,Movie,"Comedy,Drama,Romance",Comedy,Drama,Romance,,,,,,,,,,3,Hong Kong,South Korea,Japan,United Kingdom,Thailand,South Africa,Russia,Canada,Switzerland,Belgium,Australia,Singapore,United States,Malaysia,Sweden,Germany,Turkey,,,,,,,,,,,,,,,,,,,,17,English,Hawaiian,Mandarin,,,,,,,,,,,,3,Peter Segal,,,,,,,,,,,,,1,Sean Astin,Adam Sandler,Rob Schneider,Drew Barrymore,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,1,0,PG-13,6.8,45,48,6,10,120908074,13-Feb-04,14/4/2015,"Columbia Pictures Corporation, Flower Films, Anonymous Content, Happy Madison Productions"
191,"50/50_Jonathan Levine_Anna Kendrick, Bryce Dallas Howard, Joseph Gordon-Levitt, Seth Rogen",50/50,Movie,"Comedy,Drama,Romance",Comedy,Drama,Romance,,,,,,,,,,3,India,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,,,,,,,,,,,,,,1,Jonathan Levine,,,,,,,,,,,,,1,Anna Kendrick,Bryce Dallas Howard,Joseph Gordon-Levitt,Seth Rogen,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7.6,93,72,12,28,35014192,30-Sep-11,14/4/2015,Point Grey
